_id,ltable_id,rtable_id,ltable_name,ltable_release_year,ltable_director,ltable_actors,ltable_runtime,rtable_name,rtable_release_year,rtable_director,rtable_actors,rtable_runtime,label
64377,a1172,b2861,the danish girl,2015,Tom Hooper,Eddie Redmayne Alicia Vikander Amber Heard Ben Whishaw,119,the danish girl,2015,Tom Hooper,Alicia Vikander Amber Heard Ben Whishaw Eddie Redmayne,119,1
64421,a2804,b2864,blood father,2016,Jean-François Richet,Mel Gibson Erin Moriarty Diego Luna Michael Parks,88,blood father,2016,Jean-François Richet,,88,1
64458,a494,b2867,the transporter,2002,Louis Leterrier Corey Yuen,Jason Statham Qi Shu Matt Schulze François Berléand,92,so close,2003,Corey Yuen,Karen Mok Qi Shu Wei Zhao,0,0
64478,a1572,b2869,bend it like beckham,2002,Gurinder Chadha,Parminder Nagra Keira Knightley Jonathan Rhys Meyers Anupam Kher,112,bend it like beckham,2003,Gurinder Chadha,Jonathan Rhys Meyers Keira Knightley Parminder Nagra,112,1
64485,a4,b2870,fight club,1999,David Fincher,Brad Pitt Edward Norton Meat Loaf Zach Grenier,139,fight club,1999,David Fincher,Brad Pitt Edward Norton,139,1
64600,a74,b2871,snatch,2000,Guy Ritchie,Jason Statham Brad Pitt Benicio Del Toro Dennis Farina,102,lock  stock and two smoking barrels,1999,Guy Ritchie,Dexter Fletcher Jason Flemyng,107,0
64602,a179,b2871,lock  stock and two smoking barrels,1998,Guy Ritchie,Jason Flemyng Dexter Fletcher Nick Moran Jason Statham,107,lock  stock and two smoking barrels,1999,Guy Ritchie,Dexter Fletcher Jason Flemyng,107,1
64838,a786,b2885,moana,2016,Ron Clements John Musker Don Hall Chris Williams,Auli'i Cravalho Dwayne Johnson Rachel House Temuera Morrison,107,game night,2018,John Francis Daley Jonathan M. Goldstein,Billy Magnussen Camille Chen Chelsea Peretti Danny Huston James Sterling Jason Bateman Jesse Plemons Joshua Mikel Kabby Borders Kyle Chandler Kylie Bunbury Lamorne Morris Michael C. Hall Natasha Hall Rachel McAdams Sharon Horgan,100,0
64977,a850,b2887,cloudy with a chance of meatballs,2009,Phil Lord Christopher Miller,Anna Faris Bill Hader Bruce Campbell James Caan,90,cloudy with a chance of meatballs,2009,Chris Miller Phil Lord,Anna Faris Bill Hader Bruce Campbell,90,1
65065,a858,b2893,dark city,1998,Alex Proyas,Rufus Sewell Kiefer Sutherland Jennifer Connelly William Hurt,100,dark city,1998,Alex Proyas,Jennifer Connelly Kiefer Sutherland Rufus Sewell,100,1
65074,a569,b2895,stardust,2007,Matthew Vaughn,Charlie Cox Claire Danes Sienna Miller Ian McKellen,127,stardust,2007,Matthew Vaughn,Charlie Cox Claire Danes Sienna Miller,127,1
65079,a1413,b2900,hairspray,2007,Adam Shankman,John Travolta Queen Latifah Nikki Blonsky Michelle Pfeiffer,117,talladega nights  the ballad of ricky bobby,2006,Adam McKay,John C. Reilly Will Ferrell,108,0
65094,a1051,b2900,talladega nights  the ballad of ricky bobby,2006,Adam McKay,Will Ferrell John C. Reilly Sacha Baron Cohen Gary Cole,108,talladega nights  the ballad of ricky bobby,2006,Adam McKay,John C. Reilly Will Ferrell,108,1
65712,a1913,b2927,the thomas crown affair,1999,John McTiernan,Pierce Brosnan Rene Russo Denis Leary Ben Gazzara,113,the tailor of panama,2001,John Boorman,Geoffrey Rush Pierce Brosnan,109,0
65978,a2207,b2932,paris  je t aime,2006,Olivier Assayas Frédéric Auburtin Emmanuel Benbihy Gurinder Chadha Sylvain Chomet Ethan Coen Joel Coen Isabel Coixet Wes Craven Alfonso Cuarón Gérard Depardieu Christopher Doyle Richard LaGravenese Vincenzo Natali Alexander Payne Bruno Podalydès Walter Salles Oliver Schmitz Nobuhiro Suwa Daniela Thomas Tom Tykwer Gus Van Sant,Juliette Binoche Leonor Watling Ludivine Sagnier Fanny Ardant,120,paris  je t aime,2007,Alexander Payne Alfonso Cuarón Bruno Podalydès Christopher Doyle Daniela Thomas Emmanuel Benbihy Ethan Coen Frédéric Auburtin Gérard Depardieu Gurinder Chadha Gus Van Sant Isabel Coixet Joel Coen Nobuhiro Suwa Oliver Schmitz Olivier Assayas Richard LaGravenese Sylvain Chomet Tom Tykwer Vincenzo Natali Walter Salles Wes Craven,,120,1
66180,a71,b2934,the hobbit  an unexpected journey,2012,Peter Jackson,Martin Freeman Ian McKellen Richard Armitage Andy Serkis,169,the hobbit  the desolation of smaug,2013,Peter Jackson,Dean O'Gorman Elijah Wood Graham McTavish Ian McKellen James Nesbitt Ken Stott Martin Freeman Richard Armitage Stephen Hunter William Kircher,161,0
66229,a1852,b2935,another earth,2011,Mike Cahill,Brit Marling William Mapother Matthew-Lee Erlbach DJ Flava,92,another earth,2011,Mike Cahill,Brit Marling William Mapother,92,1
66289,a327,b2941,furious 6,2013,Justin Lin,Vin Diesel Paul Walker Dwayne Johnson Michelle Rodriguez,130,fast five,2011,Justin Lin,Dwayne Johnson Paul Walker Vin Diesel,130,0
66469,a1472,b2947,premium rush,2012,David Koepp,Joseph Gordon-Levitt Michael Shannon Dania Ramirez Sean Kennedy,91,premium rush,2012,David Koepp,Joseph Gordon-Levitt Michael Shannon,91,1
66482,a256,b2947,john wick,2014,Chad Stahelski David Leitch,Keanu Reeves Michael Nyqvist Alfie Allen Willem Dafoe,101,premium rush,2012,David Koepp,Joseph Gordon-Levitt Michael Shannon,91,0
66494,a2077,b2950,the straight story,1999,David Lynch,Richard Farnsworth Sissy Spacek Jane Galloway Heitz Joseph A. Carpenter,112,damsel,0,David Zellner Nathan Zellner,David Wingo David Zellner Gabe Casdorph Joseph Billingiere Mia Wasikowska Morgan Lund Nathan Zellner Ray Kelleher Robert Forster Robert Pattinson,113,0
66721,a1085,b2957,once upon a time in mexico,2003,Robert Rodriguez,Antonio Banderas Salma Hayek Johnny Depp Willem Dafoe,102,spy kids 2  island of lost dreams,2002,Robert Rodriguez,Alexa Vega Antonio Banderas Carla Gugino Daryl Sabara,100,0
66761,a2684,b2957,spy kids 2  island of lost dreams,2002,Robert Rodriguez,Alexa PenaVega Daryl Sabara Antonio Banderas Carla Gugino,100,spy kids 2  island of lost dreams,2002,Robert Rodriguez,Alexa Vega Antonio Banderas Carla Gugino Daryl Sabara,100,1
67073,a2757,b2964,the sisterhood of the traveling pants,2005,Ken Kwapis,Amber Tamblyn Alexis Bledel America Ferrera Blake Lively,119,the sisterhood of the traveling pants,2005,Ken Kwapis,Alexis Bledel Amber Tamblyn America Ferrera Blake Lively,119,1
67811,a283,b2992,the amazing spider man 2,2014,Marc Webb,Andrew Garfield Emma Stone Jamie Foxx Paul Giamatti,142,the amazing spider man,2012,Marc Webb,Andrew Garfield Emma Stone Irrfan Khan Martin Sheen Rhys Ifans Sally Field,136,0
67831,a2134,b2993,the land before time,1988,Don Bluth,Pat Hingle Gabriel Damon Judith Barsi Helen Shaver,69,the land before time,1988,Don Bluth,Gabriel Damon Pat Hingle,69,1
67855,a536,b2995,pitch perfect,2012,Jason Moore,Anna Kendrick Brittany Snow Rebel Wilson Anna Camp,112,pitch perfect,2012,Jason Moore,Anna Camp Anna Kendrick Brittany Snow Rebel Wilson,112,1
